,Title,Opinion,Place,Gender,Age,Country,Date,Label,Lang
2346,excelente momento romantico,dicen que si te das el beso con tu pareja en el callejon tendras  anos de buena suerte no se que tan cierto sera pero lo que si vale la pena es conocer este callejon que mide solo cm de ancho y es muy bonito por sus balcones a los lados,Callejón del Beso,Male,34,México,09/12/2014,1,es
150,museo caro,"como es una atraccion muy concurrida estuvimos haciendo fila como por una hora la entrada cuesta  pesos y  pesos mas si quieren tomar fotos el recorrido es de menos de  minutos y te traen corriendo no se puede disfrutar bien todo el museo ademas dentro los guias cobran una cooperacion del cual no hay muchas opciones para elegir asi es que tienes que hacer el recorrido con el guia
no volveria a regresar",Museo de las Momias,Male,-1,México,2018,0,es
66,algo de historia de diego rivera,si tienes tiempo es una buena opcion para visitar aunque hay cosas mas bellas en la ciudad si quieres conocer mas de diego rivera es mejor seguir su pista en coyoacan ciudad de mexico,Casa de Diego Rivera,Male,31,México,07/11/2015,0,es
1173,lugar obligado a visitar,desde este monumento puedes ver toda la ciudad de guanajuato tomar fotos y comprar recuerdos para la familia y amigos puedes bajar en el funicular que es de una vista hermosa,Monumento Pípila,Female,50,México,25/04/2014,1,es
2442,majestuosa,es el primer pensamiento al verla imaginarse realizar ahi los estudios me transporto a esa epoca claro para una buena foto debes de tener una muy buena condicion fisica pero claro que vale la pena,Universidad de Guanajuato,Female,50,México,26/03/2016,1,es
292,bonito monumento sin embargo existen mejores edificaciones y con mas historia en esa ciudad,mas que la estatua en si la panoramica de guanajuato desde ese lugar es maravillosa,Monumento Pípila,Male,17,México,12/04/2012,0,es
2477,edificio atractivo,es un edificio historico lleno de historia la fachada hermosa con muchas escaleras pero nada dificil subir un atractivo mas del hermoso centro historico de guanajuato,Universidad de Guanajuato,Male,28,México,07/02/2015,1,es
1958,un lujoso teatro,es un teatro muy bonito no tiene nada que envidiar a los teatros de europa mucha de la historia de mexico sucedio alli es pequeno asi que se ve muy rapido y hay guias internos que te cuentan la historia del mismo por fuera el edificio es imponente,Teatro Juárez,Male,55,Panamá,12/01/2016,1,es
1413,no puedes perdertelo,es el mejor lugar para la foto para admirar guanajuato con todos sus colores es como un mapa tambien porque puedes ver los sitios por los que has pasado,Monumento Pípila,Female,25,México,24/09/2016,1,es
2490,bonito lugar,es un bonito lugar para visitar las escaleras de la universidad resultan ser muy emblematicas sin duda alguna uno de los lugares obligados de guanajuato,Universidad de Guanajuato,Male,26,México,18/10/2016,1,es
1025,atraccion principal,la principal atraccion de la ciudad excelentes fotografias que se pueden hacer y una buena idea para punto de encuentro,Basilica Colegiata,Female,23,México,01/05/2017,1,es
3607,paseo romantico obligado,el origen historico y picarezco del callejon del beso ameritan realizar el paseo lugar siempre muy concurrido con gente buena onda te tomas una fotografia dandole un beso a tu pareja y sigues viaje un lindo recuerdo,Callejón del Beso,Male,50,Argentina,24/02/2015,1,es
4383,interesante,me llamo la atencion encontrar este museo en la ciudad de guanajuato  realmente es un gusto que sigamos fomentando la cultura y la admiracion por nuestros grandes maestros mexicanos,Casa de Diego Rivera,Female,52,Colombia,03/09/2013,1,es
3661,excelente vista,la vista es maravillosa puedes subir por el funicular el cual tomas detras delteatro juarez primero entras para comprar el boleto y luego sales a formarte la fila avanza fluidamente al salir del funicular cruzas un pasillo donde venden cosas de madera piel y otras y subes unos escalones para llegar al pipila la otra opcion es subir por una larga escalinata,Monumento Pípila,Female,34,Argentina,24/07/2017,1,es
1803,excelente opcion en guanajuato,un lugar hermoso que te invita a sentarte a disfrutar un poco de la vista y relajarte puedes aprovechar y pasear acompanada de una nieve de garrafa en plaza de la paz encuentras unas muy buenas o llegar alguno de los multiples bares y restaurantes de la zona muy recomendable ,Jardín de la Unión,Female,30,México,23/03/2016,1,es
2915,encantador,es un lugar obligado de visitar sentarte en las escaleras y ver a la gente caminar la acustica es buena ver una obra de teatro y en cervantino encuentras eventos todos los dias toma una visita guiada,Teatro Juárez,Male,43,México,29/08/2012,1,es
3788,momias,no hay casi informacion del proceso de obtencion de estas momias estan solo puestas en las vitrina mostrando poca informacion de alguna de las momias un lugar entretenido para conocer parte de guanajuato,Museo de las Momias,Male,23,Colombia,05/07/2017,1,es
1203,que vista,con esta vista no necesitas mas ves toda la ciudad te explican los edificios de importancia te explican la historia del pipila te permiten tomarte fotos es magico lo unico que no me gusto fueron los vendedores ambulantes que te acosan constantemente,Monumento Pípila,Male,28,México,11/12/2016,1,es
3461,interesante conocer,experiencia interesante conociendo un poco mas de cerca la momificacion y de porque en guanajuato se pudieron conservar de tal forma impresionante el area de bebes y fetos,Museo de las Momias,Male,49,Uruguay,28/07/2015,1,es
602,interesante pero les falta hecharle ganitas,"es una actividad diferente a los extranjeros les encanta pero es increible que aun no se modernicen para recibir a tantos turistas la unica manera de comprar boletos es en la taquilla hay unas filas inmensas y mal organizadas seria excelente si se pudieran comprar los boletos por internet

hay guias que trabajan por propinas pero los grupos son tan grandes que no se escucha bien entonces lo que resta es ir leyendo las explicaciones y punto",Museo de las Momias,Female,-1,Brasil,2018,0,es
3492,lugar emblematico,el museo en realidad no es muy grande se recorre en  minutos pero es uno de los lugares mas emblematicos de guanajuato la entrada cuesta  pesos mexicanos por lo que es uno de los museos mas caros de la zona pero vale la pena visitarlo,Museo de las Momias,Female,-1,El Salvador,2019,1,es
2160,el clasico beso,"no puedes no dejar de visitarlo mas si vas en pareja es 
obligado es mas la leyenda del lugar te obliga a hacer esta
parada super recomendado para la foto del recuerdo hay
gente ahi que te cuenta la leyenda",Callejón del Beso,Female,-1,México,2018,1,es
39,para comer y comprar souvenirs,la entrada del mercado es muy bonita hay muchos mercados dedicados principalmente a los souvenirs y a la comida pero entre buscando enchiladas mineras y no encontre tuve que salir a las fondas a un lado del mercado,Mercado Hidalgo,Female,21,México,03/02/2018,0,es
149,cual bano publico,pareciera que los guias casi te quieren cobrar por acercarte al callejon cuando es un espacio publico esta asqueroso parece y huele como un bano publico sucio lleno de chicles y rayones ojala hagan algo por rescatar este punto tan atractivo al turismo,Callejón del Beso,Female,29,México,28/05/2014,0,es
1601,maravillosa,la construccion la escalinata el ambiente calido caminar hasta la puertaahi se filmo la pelicula el estudiante,Universidad de Guanajuato,Female,43,México,22/10/2012,1,es
3247,excelente,aunque solo pode verlo por fuera la arquitectura es hermosa y la ubicacion excelente y es sede de el cervantino,Teatro Juárez,Male,34,México,26/09/2016,1,es
934,interesante,la entrada no incluye guias pero hay varios rotulos con explicaciones interesantes no es apto para personas que se impresionan facil,Museo de las Momias,Female,-1,N/I,2019,1,es
1258,un majestuoso edificio,guanajuato es un estado lleno de leyendas y de edificios hermosos el teatro juarez no es una excepcion de esto pero cuando visitas de noche las calles sobre las que se encuentra ubicado la iluminacion y el canto de las rondallas lo hace ver mas hermoso,Teatro Juárez,Female,53,México,27/05/2012,1,es
797,la foto que no puede faltar en tu album,puedes llegar a pie o en auto arriba hay estacionamiento aunque es bastante pequeno y se acaban pronto los lugares y la gente se estaciona en la carretera la cual es muy angosta dejando de lado esto la vista que uno tienen desde este monumento el increible puedes ver y estudiar toda la ciudad por lo que no puedes dejar de tomarte una foto en esta locacion,Monumento Pípila,Female,25,México,18/10/2015,1,es
2191,impresionante la vista de la ciudad,desde este punto donde se encuentra el monumento a el pipila se observa la ciudad de guanajuato impresionante la vista de la ciudad mucha actividad comercial en ese punto pero tambien un poco descuidado en su limpieza,Monumento Pípila,Female,25,México,06/04/2012,1,es
1430,excelente vista,es un lugar que tienen que visitar ya que cuenta con una excelente vista y con un poco de historia ya que puedes aprender quien es y fue el pipila pero te recomiendo tomar el funicular,Monumento Pípila,Male,37,México,06/11/2016,1,es
520,solo entra si nunca has ido,la verdad es bueno conocerlo y saber como es que se hicieron momias pero solo es atraccion y para acabarla a la mitad por que se llevaron casi la mitad de las momias de gira  asi que solo estan las mas importantes y la otra mitad del museo es una exposicion sobre la muerte super chafa asi que mejor vayan a conocer de historia que eso no recomendado,Museo de las Momias,Female,17,México,12/01/2014,0,es
2205,edificio particular que resalta en la ciudad,llegar con una silla de ruedas es un poco complicado por las pendientes pero si estan en guanajuato vale la pena ir a tomarse una foto en el edificio de cantera verde con cientos de escalones,Universidad de Guanajuato,Male,30,México,10/01/2012,1,es
1685,bella,hermosa construccion que no se puede dejr de visitar y observar el altar de plata de la virgen de  kilos de peso de pura plata,Basilica Colegiata,Male,50,México,28/12/2012,1,es
2727,momias de guanajuato,me agrado haber conocido a las famosisimas momias de guanajuato pues aunque tuve que esperar en la fila un tiempo considerable como  minutos si no es que mas al verlas se me olvido todo la explicacion que dio el guia estuvo bien interesante ademascerca del museo hubo un show como de teatro callejero bien divertido y bonito,Museo de las Momias,Female,18,México,02/09/2016,1,es
2146,interesante,hace algunos anos habia visitado este museo creo que ahora tienen menos momias en exhibicion aunque los espacios para la gente son mayores mas frescos pero mas oscuros en general son interesantes las historias que se cuentan de las momias en exhibicion y sus tragedias el museo de la inquisicion fue aun mas divertido ya que muestra las maquinas de tortura de aquellos tiempos momias especiales con radiacion con colmillos historias de terror y muchos sustos no muy recomendado para ninos menores de  anos porque van agarrados a ti y casi apunto de llorar,Museo de las Momias,Male,36,México,14/10/2013,1,es
1160,no te lo puedes perder,este es un clasico cuevanense todo empieza con el asalto de las hordas de guias improvisados que te empiezan a gritar momias momias momias no sabes si dicen obvias o novias pero te preparan para ver algo grande y aquello generaciones van y vienen me asombre de chiquito me da risa de grande supongo que asi me vere de viejo un espejo viejo mirate en el espejo  le dijo divertida una senora a su marido eso y mas te provocara este paseo si el animo popular te seduce,Museo de las Momias,Male,63,México,03/12/2014,1,es
